Post,Label
"Im new here. Just want to tell a little bit about my story. For the past year I've been in a horrible relationship. He use to hit on me, choke me, and has even tried to kill me. A few months ago he went to jail and against my better judgement I decided to forgive him and still be there for him hoping he would change. He did change a little bit. He hasn't hit me since he has been home, but his mouth has stayed the same. I swear his words hurt way more than his hands ever have. I use to cut myself because made me feel relief and satisfaction. Just recently I started cutting again just to feel better. I know that sounds crazy but I can't explain it. It went from cutting my arms to cutting my face. I dont feel like myself. Ive never experienced this before and I feel like I am losing the battle. I have no one to talk to because I dont want anyone to know I go through this. When i try to talk to him he yells at me and blames everything on me. Im to the point now where I dont know what to do",1
"My husband drinks and gets mean. I try n keep quiet but he knows the words that will draw blood and too often I lose control and talk back, which only angers him more. He's choked me before, twice. He's mostly just mean n insulting. He breaks things and urinates around the room. We live in a camper and there's no where for me to go to get away. I have dogs too and they get scared. He wrecked my car in February driving drunk. Now I'm isolated here with very little interaction with others. I work for his family business and his parents live near but prefer to ignore his actions. I've tried to go to them wth no luck. I have health issues that have been ignored because he accuses me of being a hypochondriac. I can't take this much more... standing up to his bullying only infuriates him.",1
"I want to leave my husband so bad, I configured the perfect plan until I discovered all shelters around me  are full.  It’s been over a year now enduring this with him, I am starting to drift away into a puddle of hopelessness. I feel empty and mentally depleted. I ask myself.. Will this ever end? Will I ever be at peace again? That feeling you get when you’re stepping into a haunted house and you don’t know what’s going to happen next or when it will happen. That is my everyday normal feeling, the worst feeling I’ve ever felt. And it’s constant. God please help me. I pray 2021 will finally open a door of opportunity for me to leave and start over.  I pray this for myself and all of you that are enduring the same obstacles as me.",1
"I’ve been married to my husband for a year, we’ve been together for three. In that time he’s pulled a knife out on me, pushed me down on the ground several times, called me so many disgusting things and said he’s hated me. I’m still having a hard time accepting that there was marital rape because it wasn’t violent. Even with everything I’ve been though I’m still struggling with leaving him. With everything that’s happened I still love him. We have so many great memories together and it feels almost impossible to let that go. Has anyone else here felt the same way and been able leave? I need to know it’s possible and that I CAN do this.",1
"I broke up with my bf today. I’ve been with this guy one and off for a little over a year and he’s so sweet and attentive. However, He was verbal abusive when he’s drunk and I left him. I gave him a second chance once he got clean. Everything was going great for the last 5 months. I were happy and  we were planning to get married next year. The last month, he drank whiskey once per week and he mostly just got silly drunk. However, yesterday night, he got abusive and threw me against the wall, dragged me out of his house at 11:00pm and locked me out in the cold. I was haft naked, no shoes and nothing on me. I ran to a neighbor’s house and had them called the cops for me. He told the cop I attacked him and he needed to defend himself. The cop said that they can not arrest him and helped me packed. We were not living together so I still have a place to live. When I talked to him this morning, I realize he is an abuser drunk or not. I can’t believe I’m so stupid for not realizing it. It’s not the alcohol, it’s the person. I just need some emotional support to affirm my decision to leave is right and to keep me from being tricked again.",1
"
I need some advice my daughter has been in a very abusive situation, and today was the worse , I swear I can talk to her till iam blue in the face, but she refuses to press charges, she puts restraining  orders against him, but drops  them , so he can see his kids. Tonight he broke a bone under her eye, I'm worried hes going to kill her one day. The cops have tried to talk to her etc. But she wont do anything. My question is what can I do as a mother and grandmother on the sidelines.",1
"I’m worried about a friend, not sure if I’m worrying about nothing or not? 
She has a main boyfriend who’s abusive and she’s looking to dump him. She has a guy she hooks up with fortnightly and she’s on plenty of fish looking for another guy. Her regular guy wants her to gain weight so to piss him off she’s put herself on a strict diet. She’s only eating 450 calories per day. She says she won’t do it for long. Yesterday she brought a tight fitting woollen dress. I said to her you will certainly piss him off wearing that as you look skinny in it. I’ve told her he’s still controlling her if she does the opposite of what he wants as she should choose for herself what to do. She also has type 1 diabeties. She has a bullying friend as well that she keeps saying she will dump but never does. Should I be worried? And how best can I help her?",1
"NEED TO GET OUT! He can be such a monster... and then put on this facade in front of others and my family. He hates my family and any one else that loves me. He tells me my best friend girl friend is in love with me because we’re close. I’ve been friends with her for 14 years. He’s said things I never thought another human being could to someone they loved. He’s hurt me physically. Even while holding out 4 month old daughter at the time. He football tackled me to the floor with her in my arms. He drinks regularly. And I never know how my night is gonna end. I feel constantly scared and nervous all of the time. I’m not allowed to work because another guy could hit on me. Our daughter is starting to hate him.. she’s 4. My beautiful sweet girl is becoming more angry. She deserves everything in the world. I got in a wreck two days ago, totalljny my car. Now I don’t know what to do, he has total control and he’s loving it. I don’t know what to do. Or how to go anywhere if I don’t have a car.. if there is ANY advice you could give me, please please! I beg of you, help me in any way you can with information! I’m fearing for what could happen more and more.",1
I’m in  a bad bad situation I need help! I’m scared to stay at the house! The shit  he dose to me is crazy and I can’t deal with it or the head games no more! I have an appointment with DSS at 11 tomorrow idk what there gonna do but I got police reports for them idk if that will help but I definitely need a restraining order! I don’t wanna go into what he’s doing to me because I’ll just get upset and it took a lot just for me to write this! I need help I can’t loose my job because I have no where to stay and I’m scared of a shelter it’s to cold to sleep out side and I can’t deal with being at the house because of the things he keeps doing! There’s gotta be some place that will help me and not just stick me in a shelter!?,1
"Hi I’m new to the group.
If this isn’t allowed to ask then I’m sorry. But I’m just wondering if there’s anyone currently in a domestic violence relationship.
I am. And idk if I’m scared to leave or what. Like I do love  the guy. He can be great. But when he gets violent it can get really bad.
I guess I’m just really looking for someone to talk to. I don’t have a lot of ppl that I can talk to about things.",1
"He held me hostage for 13 hrs, held a knife to my face, beat and suffocated me. He was going to Kill me, I was able to escape. It’s been 4 weeks he’s still in custody. I have a PO. I am struggling so much. The pain hurts everyday that someone that said they loved you and could never live without you would do something like this to me. We were only in a relationship for 4 months but it progressed very quickly. Why do I feel so much guilt, why does it hurt so bad, why do I miss someone that physically hurt me and was going to kill me? I have nightmares and flashbacks and everyday I can physically feel the fear throughout my body when was putting me through everything that night. I loved him so much and he ruined my life. Why is this so difficult. I just want my life back. And I will never get it back.",1
He came over and demanded i let him in or he'd break the door down. I let him in and he proceeded to threaten my life & tell me a restraining order won't help me. There were no marks left and he took off before the police got here. I was scared by his threats and gave a statement. There were no witnesses and the evidence I have I have not turned over. Can they require me to testify? Does it get dropped due to insufficient evidence if I don't continue to cooperate? He's a narcissist & has turned it around on me. Like always. He's threatening to get a restraining order on ME. I was trying to let it go but now Idk if I have to go get 1 first to protect myself from having an unmerited restraining order on me.. plus all the threats to my life maybe I should. I love him tho despite all this. I had left him but started to rethink it. I fear a restraining order will make him FLIP. He's violated no trespass orders b4.,1
He's going to kill me he beat me over a picture my face hurts so bad he kicked me in the back of my head with boots on I'm going to die my noise is broken but i can't go to the hospital I'm dizzy because of the kicks and punches I'm in a lot of pain,1
I’m 19 and so is he as well I have gone through physical abuse while pregnant and mental abuse for 3 years now I have two children with him who both my mom and I are basically raising but I just wnated to ask did anyone else every wish that their abuser was dead I know it’s harsh and I might get terrible comments but I don’t know why I cnat leave and I feel like I’m never gonna be able too so that’s why I always wish that but I was just wondering if anyone else did or if I’m just insane,1
So he found us. Shelters still full. He already bonded himself out. I can’t do this anymore.,1
"I have a stalker. He's my ex now. He kept asking me to meet up with him and I kept refusing. Finally he said he would show up to my house where my kids were if I didn't meet him somewhere else. I met up with him at a gas station and he just kept trying to tell me how much he loves me he sorry he is how badly he wants everything to work out. He pulled me out of my car and tried to force me in the backseat of his car. Then he got mad and choked me and told me if i made a scene he'd kill me before the cops got there. He finally let go and went around to my car and got my purse and phone out. He told me to give him all my money and he'll leave me alone forever and when I refused to own my phone he broke it and threw it. The was monday. Since then he's sent someone to my job to send the message that he said ""hey"" because he knows he's not allowed there anymore and hes messaged a friend about me. I'm so tired of this. Everyone I tell about the situation keeps telling me it's my own fault for meeting him but he literally shows up wherever I am. He doesn't care. I feel like he's going to end up killing me.",1
I ask myself why I tolerate the way he treats/treated me... Bc I would NEVER condone my sister or daughter allowing a man they date to treat them as such. He isnt sorry... he shows no emotion other than anger and self pity for himself. Making himself the victim. I think the majority of us are with men who genuinely have anger issues or hate themselves and we are the closest they have to an outlet so we get their frustrations and anger full force. Are they all monsters? Maybe not. But it isnt just monsters that hurt or even kill... People loose their temper and in a momentary lack of control snap. Last weekend my fiancee slammed on breaks going over 70mph and threw me forward and causing my seatbelt to cut into my chest and snap my head twice-- also almost rolling our car in a ditch. I dont think hes all bad.. but it doesnt matter. He doesnt have to be all bad to hurt me once and end my life. Just my little epiphany today.,1
"So I left the country because he beat me up. Went to my parents. But I haven't been able to break up with him yet. One and a half month ago. He says he did all this because he's having a great conflict with his family. I quit my supermarket job today, because I have two much better jobs that I can do online. I asked him to go to the supermarket I used to work at to return my uniform, etc. He's got absolutely nothing to do. And he almost refused and said maybe. While I have always done the tiniest thing he asked for no matter how Inconvenient it was. He was also a bit bitter. And I feel should be used to that. After we hang up, I felt really bad, like I really don't want to go back to our life. And then I started texting him and asking him if our life is getting any better. And then he got all hurt, and saying I don't understand him that he feels so despaired by his family, and I don't feel him, and I am just looking for reasons to fight,and I don't appreciate all the effort he puts in our relationship. What do you think ladies?",1
"I just got out of an abusive relationship. He punched me in the face lastnight and left me on the floor. Thankfully nothing broke but I've got facial and skull contusion and it's very hard to eat or open my mouth or even smoke my cigarette 
I didn't want to call the cops but my friend did anyway and he's sitting in jail....and I feel guilty and like it's my fault....he was drunk and irrational. 
I'm hurting and not sure how to process this. I've been in an abusive relationship before but it wasn't this physical. 
I wanted to be with him....I loved him....I feel like this is my fault and that I'm the enemy and will be hated....I don't know what to do. Anybody been in this position?",1
"My abuser beats me up  very week. Last night he beat me up because I wanted to sleep at my moms house with my son and because I didn't show any emotions during sex.
Half of my hair is missing.
I have scars all over my face and body that won't go away. Please recommend some home remedies to get rid of marks on my body. I'm saying home remedies because I can't afford to buy anything because I'm dependent on him.",1
This morning he stole my money and i told him to give it back. He called 911 and tried saying i was beating him and to help him. In the back ground i was yelling at him to give me back my money and that i wasnt hitting him that i wanted my money back. I put my hand in his pocket to get it back and he bit me while still on the phone with the police. He then punched me in the face many times then left the house. When the police came i told them what happened and that i didnt hit him. I filed a domestic report. The cop is pressing charges. They havent found him yet. Im scared to go home. Did i do the right thing? Or should i have kept quiet for my safety? i went to my methadone clinic but im scared to go home.,1
He’s telling me he won’t leave unless I give him full custody of our daughter or he is taken out in cuffs. He threatened to kill me again last night and said he has other people ready and waiting to do it for him if something happens to him. I don’t know what to do. He is going to make my life a living hell until he is gone. I fear he will never leave me alone. I’m in Ohio if that helps.,1
"February 15 this year my boyfriend finally chose not to control his anger and he choked me twice, told me he was going to kill me, he beat my right thigh so bad the doctor said he almost broke my femur. He punched my arm and continued the verbal abuse well after the assault. 
I have been making plans to leave since that day. Unfortunately my elderly father lived with us and that created a mess with my siblings calling elderly services and my brother eventually removed him from my home. 
I’ll post some pictures in the comments. I never thought he would ever go this far. I don’t sleep. I am on anti depressives anti anxiety meds. 
He seriously just came home from his doctor with a script for Xanax and told me he got them for me. 
Today wouldn’t be soon enough to be free from this he",1
I recently had an incident with my husband... second time he put his hands around my throat and slapped me. The first time I passed out. I know there is never an excuse... I just need someone to tell me it's normal to have conflicting feelings. Like I know I need a divorce. I got a protection order and am pressing charges...  but my heart still cares about him and what happens to him even though I don't want to. I'm just struggling with my emotions and thoughts. It's hard not to answer his calls or messages.,1
"I mentally cannot take this man anymore. . He is a abusive narcissistic alcoholic. . He complains about the kids simply playing, sometimes blows up, is always throwing divorce at me and how much he doesn't want to be there but he will not leave. . Forcing me, my 2 children, and the one we share to endure it. . My 11 year old daughter cannot even go to the bathroom without him yelling because she is in there. . We have one bathroom. . I started rented the house we live in 4 and a half years ago. . Everything is in my name. . He told me to quit my job while I was pregnant with our now 2 year old. . Yells at me about not having a job but not giving me the support I need to get one. . So I started home health care with my mother. . I only work 2 days a week to alternate with my mom so I have someone to watch the kids. . But that ain't good enough. . I dont know, my mind is just all over the place.",1
y first boyfriend alienated me from my friends and family. He got me addicted to Heroin and he and his mother tried to turn me out . They forced me to work in a massage parlor untill I was violently raped. My ex was verbally and emotionally abusive. He almost strangled me to death when I finally stood up for myself. I left after that got sober and went back to my family. I have attracted many men since that I found later were also very violent thank god they did not hurt me. I am currently in a long term relationship with a good man that I thought I loved. He was a abused by an alcoholic father. He has trouble showing emotions toward me and I feel like he is just using me for sex but I stay because he would never lay hands on me. My past experiences with men have left me with no self esteem and haunted. I am afraid to leave this man because I feel safe and I am bipolar but I don't just want to be a sex object anymore.,1
"I saw something on his phone that I didn't appreciate.  He was talking to a female that he know has caused problems between us in the past because before we got together he was having sex with her and if I ever brought someone around like that he would lose his mind. When I confronted him this is what he did to me,  he broke my phone, spit in my face and choked me. I got all of these messages this morning and I simply told him what he did proved he's guilty of something. I need advice badly. How do I stay away from this monster? I'm really not doing well right now I'm angry and just feel anger but I know when that loneliness hits It's gonna be hard for me not to contact him. Any advice would help... I'm really alone and nobody knows what I'm going through because I'm ashamed and embarrassed.",1
"I left my relationship and then he started offering to get help, to change, to be better and began to beg for me.  Cry and tell me he’s broken and he can’t believe I don’t want him. I moved out, but feel the urge to go back. He’s convinced himself in seeing someone else, he’s threatibg to drive around our town to see me with whoever he’s convinced himself I’m with. Threatibg to show up to my job, but worst of all threatibg to possibly harm himself. Do I run back? I’m so confused. He’s a narcissist and abusive. I feel free but also such a knot in my stomach. Please, I need advice.",1
"It was so stupid, but out of rage, he grabbed a paper towel that he had cleaned up raw chicken juice with, and shoved it in my face, literally rubbing it all over my face. My kids were scared...and there's nothing I can do about it. I keep looking for cheap transitional apartments for women and children in my area but honestly I can't even afford that and I don't have a car. The cops have failed me so many times I don't dare call them and this isn't that big of a deal I guess. I don't even know what to do anymore.",1
"I called him a monster. He took great offense. 
We’ve had more than a decade of a healthy loving relationship with communication. The last 2 plus years it’s like something changed. We’re working at home due to Covid. Home too much together. I know he’s not cheating. He’s just angry a lot. So, I can’t be angry without him wrestling me to the floor? I’m so hurt inside. I want the old him back. 
I just wanted to tell someone. Thank you for listening.",1
"Hi I was forced out of our home he was still threatening And harassing me, he somehow got custody of our two young daughters, I'm ordered to pay him over 1,715.00. I've had two lawyers quit on me, my new lawyer is not calling me back. I'm so confused and I feel so violated. I've been to the court the police station, as a woman I feel so violated and feel like no one is listening",1
"Is it considered rape/abuse if you don't want to have sex but he keeps forcing you to and gets mad if you don't and starts arguments accusing you of sleeping with someone elsebecause you don't want to be pleasurable to him? We've been together ten years, he's 48 and I'm 30, and he's made me have sex with him even when I didn't want to. We've even physically fought sometimes because I didn't want to have sex with him or he would accuse me of sleeping with somebody else and fight me if he felt like it wasn't wet enough or tight enough for his liking. But when you're forcing someone to want to have sex it's not going to be the same as if she willingly wanted to do it. I'm so tired of feeling sick to my stomach everytime I lay down in my own bed. I literally feel like I want to throw up right at this very moment. I want out of this relationship so bad I can taste it on my tongue. But I'm broke, with no support and I have a six and a fourteen year old that I'm responsible for. So I'm trapped until I can find a safe way out of this life he's created for me.",1
"The abuse doesn’t happen very often. Maybe once or twice a year, when we’re in the middle of an argument. He punched me once in the face in December. He slept on the couch for a month and slowly things went back to normal with stipulations of course. He just threw a phone at my face, while my two year old was cuddled up on me, and my eye is swollen. I made him leave the house or I was going to call the police. We don’t speak to either of our parents. We currently live 12 hours away from all my family, and planned to move back in August. I don’t have a car, I don’t have a job, I have one daughter and two large dogs. I know I’m not in current danger right now. But I know I can’t keep living my life in this cycle. We’ve been together 7 years, and I basically only married him because I gave my virginity to him and kept hoping the happily ever after would happen. I had an abortion early in our relationship. I deeply regret it and it has destroyed who I am. The decision to have my daughter came from a suicide attempt. On the surface, we look happy and just young people trying to figure out life. Very few people know. I’m currently in my last year of college online and told myself it would be my escape plan, but I don’t know how to do another year of this now that I’ve pretty much decided I’m done trying to save this.",1
"I really need advice on what some of you have done after you got away and the backlash you took financially/credit. 
My ex abuser i was with for over 8 years had so much control over our finances i was being so used. I was so stupid and im suffering so much with debt he put me in... i am now being sued 3 years after getting out (& barley survived) which he got charged with domestic violence and assault and then after gruleing court Bullshit (sorry for my language but the abuse continued into the court shit with continuances and lasted about 7 months till everything was done (criminal charges & final protection order hearing) 
Basically im still to THIS day SUFFERING and it never ends and now being sued for a credit card he took out in my name. I need help. So much",1
I'm seriously struggling...the abuse I suffered was mostly emotional...he was physical with me a total of 3x after this 3rd time I left my home and I have been staying at my moms...he keeps wanting to reconcile...he calls texts emails...says he wants to try therapy for himself and as a couple...I want to be done but part of me can't seem to let him go ...not sure if thats out of fear or love...I feel really stupid for wanting to stay,1
"This is my first time posting just felt I had to vent, my ex kicked me out in December with my daughter who's almost two. When he realized I wasn't coming back he filed an emergency order saying I was trying to take her out of state. Wich is ridiculous she has special needs her doctors are here i would never do that.
Fast forward to today after months of the lawyer his mommy paid for attacking me. I couldn't take it anymore I signed an agreement making my restraining order void so I could be with my daughter. But he has to be there or he comes to my house with her  this is insane. I stayed there last night. He got wasted. I made the mistake of saying something this morning and got pushed, my foot caught on the older kids bunk bed. Anyway I have a bloody knot on my head and he has my baby. He's 40 im 24 . I just keep thinking I did this to myself he didn't take my future I let him have it",1
"Does anyone else still have to share custody with an abuser? If so, do they still try to emotionally abuse and control you through your children?  I’m struggling with this today.  I feel myself on the verge of an emotional breakdown.  I put everything I have into being a good mom.  She is my heart and my world. He also finds a way to reduce me to feeling like I’m terrible or a toxic mother.",1
I am having such a hard time moving on. It has been 7 months and I miss him. He beat me and he tried to burn his house down with me in it. Why does it hurt so much? I keep asking myself what could I have done to make things better. He always made me feel like everything was my fault. He still controls me. He has my things and will not let me have anything back. Please I'm begging you to tell me how to move on with my life. Please,1
Well he gets home from work in half an hour and then I will be locked in my bedroom again because apparently I am a thief and a piece of shit because I took $50 out of his wallet to get my insulin and that was apparently his storage money to pay for his storage unit which he did not tell me at all and now I'm a bitch in a cunt and a thief and a whore and I have to stay locked in the bedroom while he's home with only four bathroom breaks a day until I come up with his money which of course I have absolutely no way of doing I don't know anybody he has taken all my friends and all my family from me so this is a real nightmare I don't understand how some men can be so cruel I would gladly work if he would let me I don't understand what he expects me to do he gets home very soon so I just wanted to at least let somebody know what's going on with me in case I don't come back out of my bedroom please don't judge me I have nowhere else to go I just wanted to tell my story for a minute,1
Hello. I recently left my ex about a month ago. I have been trying to get a restraining order against him and found out yesterday that it got denied due to lack of proof and details. He was careful to never leave bruises and I never once reported him before. Now I feel like I am hitting a brick wall and am contemplating whether or not it is even worth it to keep trying for the restraining order. I'm just so tempting to give up.,1
I need some help 10 days after the attack I can't cope I hate him for what hes done to me but this time its different he tried to kill me but I miss him hes on remand on a abh charge got to go to crown court on 1st March I keep thinking I'm going to put him in jail for quite a long time can I really do that to him he was so scared of going back in and now ive put him there I just wish it hadn't happened and he was still here I miss him so much and all I do every day is cry this is a nightmare I don't even want to be here anymore,1
I spent almost 9 years of my life in fear.. and torment.. hiding bruises.. making excuses and flat out covering for someone who was stripping layers of me away each day. I attempted to numb my pain with my drug of choice... I journaled my prayers for the words I could hardly speak.. I #know God heard each one and HIS answer came in what was meant to completely break me.... but HE used it to push me through.. Each step of this journey has not come easy.. some day’s I still struggle with memories but I am no longer a victim of fear and I’m no longer a victim of Domestic Violence.. I’m a #survivor.. I’m an over comer and I’m here to speak 🗣 for those who still can’t!! Domestic violence is real.. and it’s extremely difficult to leave. In most cases the violence becomes intensely more dangerous once the person has left the relationship.. so each journey is unique. Please don’t give up on them if you know someone in a situation like this.. as I said it takes tremendous courage to leave! Be a voice for the voiceless.. raise awareness... the more who know the more can help.. when we bring #Light into darkness the darkness has to flee,1
"So when my husband and I drink I get defensive (I actually stand up for myself) he gets offensive!!!
He’ll literally berated me because I refuse to give him sex because of the way he treats me, he will literally berate me over anything, he’ll tell me I’m easily replaceable by any whore on Pine street (lewiston Maine well known prostitution site) 
The other night he physically attacked me and I kneed him in the balls (he had me pinned to the bed, I’ve been raped and he’s sexually frustrated, I had to protect myself) 
I always said if it became physical it would be EASY to leave I now know that is a LIE 
PLS ladies set an esclape plan and stick to it
I have mine set 
I won’t give details cause honestly I don’t know how much control he has",1
"Why am I such a fool? Emergency restraining order, sure, but I never press the charges. My friends and family are fed up with my stupidity for not putting him away. Setting here now, nose busted, throat to sore to swallow, house full of holes from a pry bar car window bashed in, and I set here doing nothing just glad to be alone for the moment. Why can't I take that step and remove him from my life?",1
"2 weeks ago he started a silent treatment. Stonewalling I guess….Usually I react immediately but not this time. It’s different now. I did not react, apologize, or give him what he wanted. He tried another tactic and I did not react. We have spoke a few times in these 2 weeks very briefly about our daughter. The tactic he is trying now is deciding he does not want to go to church on Sundays. The past two sundays 😂 as the whole household is getting dressed up and ready to go he’s pouting and staying behind 😂 still I’m not reacting and only being calm. In 4 1/2 years I have always reacted but this is the longest I have not. He is losing his power slowly. I have my heart set on leaving this abuser but it’s not easy 😢 so many things to factor into it. I’m also very afraid.",1
I left my ex almost 7 years after 2 children of pure physical sexual and verbal abuse he was found guilty! Well the last 6 years he has been physically verbally and sexually abusing my children... cps indicated him in it... yesterday we had court as I stopped sending them he filed for custody... the courts didn't want to hear any of the sexual assault didn't even care and gave him residential parent just to punish me for not following he stopped his alcohol testing and was thanked for doing it as long as he did after failing 11tests and telling lies with proof... I need all the thoughts prayers and any support... if anyone wants to hear more details let me know I will not sit quietly and hide what this monster has done to me and my children and what the court is allowing him to do,1
"My boyfriend hit me again this am due to my smart mouth. Why can’t I just keep my mouth shut? I keep antagonizing him. It’s all my fault really.  
He’s hit 8 times and spit on 5. He verbally & emotionally abuses me but he says I do all that to him & he’s just responding to what I say. 
He’s been pushing me away. My friends are over an hour to see. His friends are 10 min away and he tells me to get a life. He wants more time with friends and he says I’m up his ass all the time. I don’t make friends easily and tend to be alone with my major depressive disorder. That makes it worse. He wants to hang out with his mom & best friend. Really?! 
My heart is in so much pain I cry all the time or become livid. If I kept my mouth shut this wouldn’t happen. 
Oddly enough I love him. I’ve NEVER dealt with anyones shit in a relationship. Why now Is beyond me. Plus when we fight he won’t have sex with me. We rarely do and it’s almost 2 years together. 
This makes me feel so ugly, fat, worthless, alone, livid, unloved and feel that people really don’t care. 
We have 2 puppies and I can’t leave or I will lose them forever. I would rather make sure my pups are ok & deal with this. Besides my pain is too much to deal with anymore.",1
I'm a 53 year old transgender woman in a domestic violent situation I have a son no place will help because I'm transgender. I'm so afraid I'm not going to last much longer,1
"I'm 15 in the uk and they are 14 in the u.s, They are being abused verabally and physically by their parents and I dont know what to do. She called cps and they didnt help and she cant go to the police because Theyre worried their mum will kill them. They have been cutting alot the past few days and I'm getting worried",1
"I have not felt safe enough to go back home after I finally had enough of the emotional, financial, mental, and physical abuse this morning at around 2am when I kicked Narcissist boyfriend (21M) out who had been living with me since April.

I know he is lurking around my apartment complex waiting for me to come back (so he can come knock on my door, harass me, etc.) because he’s done this before. 

His stuff is still at my apartment which I am more than willing to give but only if an officer is with us watching. 

He has literally laid outside the front door of my apartment for hours without leaving when his name isn’t on the lease and he technically isn’t even allowed on property (said directly from my apartments manager)

What can I do to finally get him out of my life for good when I’m scared to even go home.",1
"So without going into too much detail, my friend who is married, and has a child with her spouse, has been getting severely abused for years. My friend is an immigrant and is unemployed, so she is afraid to call for help in the case that her husband is arrested and she is left with no money. I’m sure there are some programs in place to support her and her child, but I have no idea. Does anyone know what would happen in this situation? Thank you for your help.",1
He loved that I didn’t fight him back and he loved how much better he felt about himself when he beat and insulted me. And I deserve so much better,1
"What I’m going through will be over one day. I’ll be stronger and more capable and proud of myself.You, however, will always have to live with the guilt of BEATING AND ABUSING INNOCENT WOMEN. And the loneliness of BEING A BAD PERSON. Good luck sleeping at night. Good luck with the rest of your dumb life""
",1
"I (38F) am a survivor of DV, was recently triggered and am experiencing PTSD. My partner (43M) is being as supportive as possible and would like to extend his resources deeper than his current therapist. Are there any book recommendations for loved ones of DV survivors on how they can supportive and understand our trauma to be a better support systems?",1
"well I was in an abusive relationship n it was 7 yrs n today I seen through the eyes of my 15yr old son's eyes. 
I took him to psychiatrist app
I thought if my ex is beating me at least he ain't touching my kids 
n today I hear off my son he wants to be with me all day every day coz he is scared for my safety  i cried so much n I feel like an awful mum. why didn't I leave my ex why????
My son is scared I'm gonna die. I wish i knew how he felt sooner",1
"I need help, my husband is abusing me and my kids. he has made it so i have no money and no access to any money so i can not leave someone tell me what to do.",1
My husband hurt me for the first time. I am thinking about reporting it so that there is a record... Can I do this without him being contacted by the police? I can't seem to get clarification of this online.,1
"I’m 27 with a four year old. I had to stop speaking to most of my family because they’re abusive/enablers for the abusers. I already have one failed marriage under my belt, and my current marriage just turned violent. The thought of being a single mother with two failed marriages before the age of 28 is so fucking scary.

I know dating isn’t as easy for moms, but can someone please reassure me that there’s at least a chance I’m not just damaged goods? That someone might still be capable of loving me?",1
"I (18) reported my father and ever since then he’s been released on bail twice, broke his bail conditions instantly. Kept coming back to try and hurt me and my family, death threats, suicidal threats,stalking, you name it. I’ve had to move with my family 3 times until we ended in emergency housing on the other side of the country. I hate it, I’m not even sure if I’ll be able to finish school, my life has been flipped completely. I mean, it’s not like abusing my mum has been a recent thing for him. I regret calling the police, I can’t help to think that if I didn’t I’d be much happier, able to finish school, and I’d be able to finally sleep without worrying. It’s so selfish but i just wish she could of left him sooner- because she had the choice to do so without things getting like this.",1
Can someone help me? I don’t know what to expect next. They arrested my abuser and we live together. Can he come back tonight? Should I leave?,1
"me (m13) am bisexual. ever since i came out to my family they have hated me.

after coming home from my boyfriends house my mother came in to my room and called me the f slur. keep in mind this is not the first time this has happened. then she dragged me out of my room by my hair and proceeded to call me a satan worshiper and assaulted me. i am not strong and my mother is 5,11 me 5,3 and skinny. my mother strangled me and when i got free she peper sprayed me. not being able to see i picked up the nearest object and threw it at her and ran to the shower. scared and full of rage i got out of the shower put on some shorts and hold my eyes open and call the cops. my mom got arrested and i am in the process of finding a new home. am i the asshole?",1
I just want to reach out and see if I could get any suggestions. I was previously in a relationship that involved some form of abuse. I constantly am thinking back to the events and often times find myself not only thinking about the events but feel like I’m reliving it. Is there away to get away from these thoughts or help cause it’s taking a big mental toll on me. Any advice is appreciated! Thank yo,1
"Can't afford therapy but have been having these dreams, nightmares, feeling anxious and scared when stepping out, always on alert that someone is following me. Even after he's out of the home, I am scared and the abuse still continues. What would help?",1
"I am working on closure for a traumatic event; I think it would help if I label it in order to understand why it bothers me so much.

When does sexual abuse become assault or legally punishable?",1
"Younger sister is in a domestic violence relationship. My mom knows about it, but she thinks we shouldn't intervene because that's her relationship. She also believes that my sister will forever love that guy and never feel he's doing anything wrong. Is there anything that I can do?",1
"Is it ever OK if he hits you? So my man hit me in the back, I wouldn't say it was a hard hit but definitely felt painful and jarring, what do I make out of it? He said it was because I was being a drunk and a retard",1
"I've been seeing a therapist for the last several months and I'm trying to get away from my mentally ill parents. For context, I'm a 21 (F) and my dad has severe PTSD and is controlling, and physically and emotionally abusive.

My mom is brainwashed and defends and justifies all the horrible things that my dad does. She has no guts or ability to stand up for what's right.",1
I need to escape from my abusive parents and I need help. I don't know what more to do,1
My heart won’t accept my husband is a monster !!!,1
"Hi. So I have PTSD already from domestic violence and multiple childhood rape. On the 15th, my boyfriend of like 4 years got black out drunk. I tried to sit down next to him laying down on the couch. He kicked me. So hard I flew. He made this angry face and kicked me in the pelvis. I almost went threw out coffee table. I screamed so loud that he grabbed me before my body crashed into the coffee table. I would have been seriously hurt. I was injured where my spine and pelvis meet. I just laid down after because within seconds he was snoring on the couch after this. I just cried thinking about all the times my rapist ex used to literally throw me up into the air over the steps and catch me by my neck and clothes and say things like he could throw me up and let me call down and no one would deny I just tripped or jumped to suicide.",1
"Thinking about the loneliness that has come along with being in an abusive relationship. Though I know I have loved ones who care about my wellbeing, I refuse to talk to anyone in my personal life about what I'm going through. I'm really not ready to open up about my abuse to anyone yet.",1
